sentence,label,cleaned title,docs,entities
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",2,"in its financial report , published on friday , seb said its net profit soared to sek6 .745 bn in 2010 from a year-earlier sek1 .114 bn and proposed a 50 % dividend increase to sek1 .50 per share .","['financial', 'report', 'publish', 'friday', 'seb', 'net', 'profit', 'soar', 'sek6', '.745', 'bn', '2010', 'year', 'early', 'sek1', '.114', 'bn', 'propose', '50', 'dividend', 'increase', 'sek1', '.50', 'share']",financial report publish friday seb net profit soar sek6 .745 bn 2010 year early sek1 .114 bn propose 50 dividend increase sek1 .50 share
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,2,sales for the department store division increased by 15 % and sales for the clothing store subsidiary seppala increased by 8 % meanwhile sales for hobby hall decreased by 12 % .,"['sale', 'department', 'store', 'division', 'increase', '15', 'sale', 'clothing', 'store', 'subsidiary', 'seppala', 'increase', '8', 'sale', 'hobby', 'hall', 'decrease', '12']",sale department store division increase 15 sale clothing store subsidiary seppala increase 8 sale hobby hall decrease 12
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",1,"at the request of finnish media company alma media 's newspapers , research manager jari kaivo-oja at the finland futures research centre at the turku school of economics has drawn up a future scenario for finland 's national economy by using a model developed by the university of denver .","['request', 'finnish', 'medium', 'company', 'alma', 'medium', 'newspaper', 'research', 'manager', 'jari', 'kaivo', 'oja', 'finland', 'futures', 'research', 'centre', 'turku', 'school', 'economic', 'draw', 'future', 'scenario', 'finland', 'national', 'economy', 'use', 'model', 'develop', 'university', 'denver']",request finnish medium company alma medium newspaper research manager jari kaivo oja finland futures research centre turku school economic draw future scenario finland national economy use model develop university denver
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",1,"in sweden , gallerix accumulated sek denominated sales were down 1 % and eur denominated sales were up 11 % .","['sweden', 'gallerix', 'accumulate', 'sek', 'denominate', 'sale', '1', 'eur', 'denominate', 'sale', '11']",sweden gallerix accumulate sek denominate sale 1 eur denominate sale 11
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,1,the company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,"['company', 'support', 'global', 'customer', 'develop', 'new', 'technology', 'offer', 'fast', 'route', 'product', 'development', 'application', 'volume', 'production']",company support global customer develop new technology offer fast route product development application volume production
"When this investment is in place , Atria plans to expand into the Moscow market .",1,"when this investment is in place , atria plans to expand into the moscow market .","['investment', 'place', 'atria', 'plan', 'expand', 'moscow', 'market']",investment place atria plan expand moscow market
"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",1,"in june it sold a 30 percent stake to nordstjernan , and the investment group has now taken up the option to acquire eqt 's remaining shares .","['june', 'sell', '30', 'percent', 'stake', 'nordstjernan', 'investment', 'group', 'option', 'acquire', 'eqt', 'remain', 'share']",june sell 30 percent stake nordstjernan investment group option acquire eqt remain share
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .",2,"kesko corporation stock exchange release 28.02.2008 at 09.30 1 ( 1 ) kesko corporation and aspo plc today signed an agreement by which aspo acquires the share capital of kauko-telko ltd , a subsidiary wholly owned by kesko .","['kesko', 'corporation', 'stock', 'exchange', 'release', '28.02.2008', '09.30', '1', '1', 'kesko', 'corporation', 'aspo', 'plc', 'today', 'sign', 'agreement', 'aspo', 'acquire', 'share', 'capital', 'kauko', 'telko', 'ltd', 'subsidiary', 'wholly', 'kesko']",kesko corporation stock exchange release 28.02.2008 09.30 1 1 kesko corporation aspo plc today sign agreement aspo acquire share capital kauko telko ltd subsidiary wholly kesko
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,1,stock exchange announcement 20 july 2006 1 ( 1 ) basware share subscriptions with warrants and increase in share capital a total of 119 850 shares have been subscribed with basware warrant program .,"['stock', 'exchange', 'announcement', '20', 'july', '2006', '1', '1', 'basware', 'share', 'subscription', 'warrant', 'increase', 'share', 'capital', 'total', '119', '850', 'share', 'subscribe', 'basware', 'warrant', 'program']",stock exchange announcement 20 july 2006 1 1 basware share subscription warrant increase share capital total 119 850 share subscribe basware warrant program
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,1,the new plant is planned to have an electricity generation capacity of up to 350 megawatts ( mw ) and the same heat generation capacity .,"['new', 'plant', 'plan', 'electricity', 'generation', 'capacity', '350', 'megawatt', 'mw', 'heat', 'generation', 'capacity']",new plant plan electricity generation capacity 350 megawatt mw heat generation capacity
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",2,"the omx helsinki 25 index was up 0.92 pct at 2,518.67 and the helsinki cap portfolio index was 0.91 pct higher at 4,711.19 .","['omx', 'helsinki', '25', 'index', '0.92', 'pct', '2,518.67', 'helsinki', 'cap', 'portfolio', 'index', '0.91', 'pct', 'high', '4,711.19']","omx helsinki 25 index 0.92 pct 2,518.67 helsinki cap portfolio index 0.91 pct high 4,711.19"
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",1,"a maximum of 666,104 new shares can further be subscribed for by exercising b options under the 2004 stock option plan .","['maximum', '666,104', 'new', 'share', 'far', 'subscribe', 'exercise', 'b', 'option', '2004', 'stock', 'option', 'plan']","maximum 666,104 new share far subscribe exercise b option 2004 stock option plan"
"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",1,"as a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of eur 15,665.20 .","['result', 'share', 'issue', 'number', 'company', 'share', 'increase', '391,630', 'share', 'share', 'capital', 'total', 'eur', '15,665.20']","result share issue number company share increase 391,630 share share capital total eur 15,665.20"
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",1,"on the route between helsinki in finland and tallinn in estonia , cargo volumes increased by 36 % , while cargo volumes between finland and sweden fell by 9 % .","['route', 'helsinki', 'finland', 'tallinn', 'estonia', 'cargo', 'volume', 'increase', '36', 'cargo', 'volume', 'finland', 'sweden', 'fall', '9']",route helsinki finland tallinn estonia cargo volume increase 36 cargo volume finland sweden fall 9
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",1,"other measures included increasing synergies and economies of scale within the grimaldi group and personnel adjustments , divestments and redelivery of excess tonnage .","['measure', 'include', 'increase', 'synergy', 'economy', 'scale', 'grimaldi', 'group', 'personnel', 'adjustment', 'divestment', 'redelivery', 'excess', 'tonnage']",measure include increase synergy economy scale grimaldi group personnel adjustment divestment redelivery excess tonnage
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",2,"rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of kauno alus grew by 14.3 percent , to 960,000 liters .","['rinkuskiai', 'raise', 'sale', '18.1', 'percent', '1.37', 'million', 'liter', 'sale', 'kauno', 'alus', 'grow', '14.3', 'percent', '960,000', 'liter']","rinkuskiai raise sale 18.1 percent 1.37 million liter sale kauno alus grow 14.3 percent 960,000 liter"
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,2,telecomworldwire-7 april 2006-tj group plc sells stake in morning digital design oy finnish it company tj group plc said on friday 7 april that it had signed an agreement on selling its shares of morning digital design oy to edita oyj .,"['telecomworldwire-7', 'april', '2006', 'tj', 'group', 'plc', 'sell', 'stake', 'morning', 'digital', 'design', 'oy', 'finnish', 'company', 'tj', 'group', 'plc', 'friday', '7', 'april', 'sign', 'agreement', 'sell', 'share', 'morning', 'digital', 'design', 'oy', 'edita', 'oyj']",telecomworldwire-7 april 2006 tj group plc sell stake morning digital design oy finnish company tj group plc friday 7 april sign agreement sell share morning digital design oy edita oyj
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",1,"the 718,430 new series a shares will become subject to trading on the helsinki stock exchange 's main list , together with the old series a shares , on july 3 , 2006 .","['718,430', 'new', 'series', 'share', 'subject', 'trading', 'helsinki', 'stock', 'exchange', 'main', 'list', 'old', 'series', 'share', 'july', '3', '2006']","718,430 new series share subject trading helsinki stock exchange main list old series share july 3 2006"
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,1,tiimari operates 194 stores in six countries -- including its core finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,"['tiimari', 'operate', '194', 'store', 'country', 'include', 'core', 'finnish', 'market', 'generate', 'turnover', '76.5', 'mln', 'eur', '2005']",tiimari operate 194 store country include core finnish market generate turnover 76.5 mln eur 2005
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,2,under this agreement biohit becomes a focus supplier of pipettors and disposable pipettor tips to vwr customers throughout europe .,"['agreement', 'biohit', 'focus', 'supplier', 'pipettor', 'disposable', 'pipettor', 'tip', 'vwr', 'customer', 'europe']",agreement biohit focus supplier pipettor disposable pipettor tip vwr customer europe
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",2,"the combination of all services enabling us to offer a complex and strengthened service chain not only limited to the baltic port connections but also for getting access to the world wide grimaldi network into the mediterranean , africa and north america `` says uwe bakosch .","['combination', 'service', 'enable', 'offer', 'complex', 'strengthened', 'service', 'chain', 'limit', 'baltic', 'port', 'connection', 'access', 'world', 'wide', 'grimaldi', 'network', 'mediterranean', 'africa', 'north', 'america', '`', '`', 'uwe', 'bakosch']",combination service enable offer complex strengthened service chain limit baltic port connection access world wide grimaldi network mediterranean africa north america ` ` uwe bakosch
